"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"condition";"cyberball_played";"consent";"worker_id";"nt1";"nt2";"nt3";"nt4";"mood";"v_169";"b5_e1_r";"b5_a1";"b5_c1_r";"b5_n1_r";"b5_o1_r";"b5_e2";"b5_a2_r";"b5_c2";"b5_n2";"b5_o2";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"seriousness";"use_data";"use_data_reason";"comments";"task1_1";"task1_2";"task1_3";"task1_4";"task1_5";"task1_6";"task1_7";"task1_8";"task1_9";"task1_10";"task1_11";"task1_12";"task1_13";"task1_14";"task1_15";"task1_16";"task1_17";"task1_18";"task1_19";"task1_20";"task1_21";"task1_22";"task1_23";"task1_24";"task1_25";"task1_26";"task1_27";"task1_28";"task1_29";"task1_30";"task1_31";"task1_32";"task1_33";"task1_34";"task1_35";"task1_36";"task1_37";"task1_38";"task1_39";"task1_40";"task2_1";"task2_2";"task2_3";"task2_4";"task2_5";"task2_6";"task2_7";"task2_8";"task2_9";"task2_10";"task2_11";"task2_12";"task2_13";"task2_14";"task2_15";"task2_16";"task2_17";"task2_18";"task2_19";"task2_20";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6914690";"rts6915068";"rts6915822";"rts6915836";"rts6915840";"rts6915841";"rts6941320";"rts6941323";"rts6941326";"rts6941327";"rts6941335";"rts6941336";"rts6941337";"rts6941339";"rts6941344";"rts6944524";"rts6945204";"rts6945209";"tic"
"130";"0";"0";"31";"6941341";"-77";"238";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Linux; Android 11; XQ-BT52) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.115 Mobile Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6941341";"0";"0";"0";"-77";"-77";"2a422dbc91ff4ef1c938992a7dd21edb";"2";"0";"1627473892";"2021-07-28 12:04:52";"2021-07-28 12:08:50";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"0";"0";"-77"
"131";"0";"0";"31";"6941341";"-77";"11";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6941341";"1";"0";"0";"-77";"-77";"5a24325fb774c8f2bb33e7a18553fa26";"2";"0";"1627473900";"2021-07-28 12:05:00";"2021-07-28 12:05:11";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"-77"
"133";"0";"0";"31";"6900361";"-77";"1037";"2";"2";"1";"60ff30eabaaa54068d5ca464";"1";"1";"1";"1";"3";"2";"3";"4";"4";"4";"1";"4";"3";"5";"3";"5";"9";"9";"2";"2";"Musician";"29";"1";"-77";"7";"2";"-77";"no";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"3";"6";"6";"6";"4";"3";"7";"3";"2";"2";"6";"1";"3";"2";"2";"2";"5";"2";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"586e74e2d8d8a89245d049c6fe0c374f";"2";"0";"1627473907";"2021-07-28 12:05:07";"2021-07-28 12:22:24";"0000-00-00 00:00:00";"34";"450";"857";"245";"549";"890";"52";"224";"71";"43";"957";"1010";"1037";"23";"92";"110";"918";"462";"93cffc7330ddfbeae836f9ddb7f66238"
"134";"0";"0";"31";"6900361";"-77";"675";"2";"2";"1";"60fcc49cab9c937d2567f464";"5";"5";"5";"5";"5";"2";"5";"4";"3";"2";"2";"1";"4";"5";"5";"4";"8";"9";"3";"2";"Department Manager";"27";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"6";"6";"4";"2";"2";"6";"5";"6";"2";"2";"3";"4";"6";"3";"5";"3";"3";"5";"5";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"81e36667c92f626dd82fbd4f594dc7ef";"2";"0";"1627473909";"2021-07-28 12:05:09";"2021-07-28 12:16:24";"0000-00-00 00:00:00";"42";"447";"562";"278";"476";"598";"85";"248";"100";"78";"649";"673";"675";"15";"125";"137";"627";"458";"8cd114e95d367e7199a445038493bd46"
"135";"0";"0";"31";"6900361";"-77";"872";"2";"2";"1";"60fc3be8b7778559e151b9dc";"1";"1";"1";"1";"5";"2";"5";"4";"5";"4";"1";"3";"4";"5";"4";"5";"9";"9";"10";"2";"Student";"18";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"5";"7";"5";"2";"2";"7";"1";"7";"5";"3";"5";"6";"3";"5";"7";"6";"5";"3";"3";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"168e7d31f3bef571c63cde67bf6ba506";"2";"0";"1627473917";"2021-07-28 12:05:17";"2021-07-28 12:19:49";"0000-00-00 00:00:00";"31";"535";"728";"258";"598";"790";"59";"220";"76";"47";"851";"869";"872";"14";"101";"117";"832";"575";"74991eea45c4de72cc522daa1a1b3e7d"
"136";"0";"0";"31";"6900361";"-77";"383";"1";"2";"1";"60fd698a6393a605089eb7f2";"3";"2";"3";"4";"4";"2";"4";"5";"4";"5";"4";"4";"4";"4";"2";"4";"7";"7";"20";"2";"Sustainability Manager";"29";"1";"-77";"7";"2";"-77";"-77";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"6";"5";"4";"5";"2";"7";"3";"6";"3";"1";"6";"3";"5";"5";"6";"3";"6";"6";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"f72f1f80b01bdf6f47d4ff4d7109722a";"2";"0";"1627473920";"2021-07-28 12:05:20";"2021-07-28 12:11:43";"0000-00-00 00:00:00";"8";"233";"322";"144";"247";"343";"17";"139";"21";"11";"369";"381";"383";"3";"35";"41";"358";"241";"a0ccc088b11543d4a3a5b26f754cdb36"
"137";"0";"0";"31";"6900361";"-77";"735";"2";"2";"1";"lex333";"6";"5";"5";"7";"6";"2";"5";"5";"2";"3";"3";"3";"2";"5";"5";"4";"7";"7";"5";"2";"cashier, daycare assistant";"24";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"5";"6";"6";"3";"1";"1";"4";"6";"5";"1";"2";"6";"4";"2";"2";"5";"5";"4";"2";"3";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"04759f4955dd68a3ff432d53df0e6f46";"2";"0";"1627473932";"2021-07-28 12:05:32";"2021-07-28 12:17:47";"0000-00-00 00:00:00";"72";"490";"631";"381";"532";"656";"230";"365";"236";"224";"709";"732";"735";"8";"252";"256";"681";"496";"1ef722c8d8151aa63c4bbca76526c1cb"
"138";"0";"0";"31";"6900361";"-77";"672";"1";"2";"1";"610026903d16bd2df3be5fc9";"2";"1";"2";"7";"1";"1";"4";"4";"4";"4";"4";"4";"3";"5";"5";"4";"4";"6";"25";"2";"Teacher";"25";"1";"-77";"7";"2";"-77";"You may want to adjust the cyber ball game. I wasn't sure where to click and it took me a second to figure out whether I clicked on the player or their name. I would make it so you could click on either one.";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"2";"1";"1";"6";"4";"4";"3";"2";"5";"4";"6";"3";"3";"6";"6";"4";"3";"5";"6";"2";"6";"3";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"74f48ee23e14b92ed9aeb4a24d8d0daa";"2";"0";"1627473935";"2021-07-28 12:05:35";"2021-07-28 12:16:47";"0000-00-00 00:00:00";"18";"375";"504";"220";"390";"536";"45";"210";"47";"38";"572";"586";"672";"6";"61";"66";"557";"382";"ec1c57418dbc24e0ae01fa97eecd698b"
"139";"0";"0";"31";"6900361";"-77";"673";"1";"2";"1";"60fda620f34075759343256a";"5";"6";"5";"6";"6";"2";"4";"1";"3";"2";"1";"2";"3";"3";"4";"4";"2";"2";"30";"2";"Nanny";"22";"1";"-77";"7";"2";"-77";"-77";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"3";"6";"2";"3";"2";"6";"4";"6";"3";"1";"2";"5";"3";"4";"3";"6";"3";"1";"2";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"a01a34122fa44d1873b2db53e7ccca6e";"2";"0";"1627473956";"2021-07-28 12:05:56";"2021-07-28 12:17:09";"0000-00-00 00:00:00";"31";"415";"550";"296";"456";"603";"53";"258";"84";"39";"651";"670";"673";"12";"129";"147";"634";"432";"6183c96d446a66c9710a52a3447c3340"
"140";"0";"0";"31";"6900361";"-77";"747";"1";"2";"1";"60fe88f493fe37c1dd36f9dc";"9";"7";"6";"9";"8";"2";"5";"3";"5";"2";"4";"2";"4";"5";"5";"4";"1";"3";"40";"2";"student";"20";"1";"-77";"7";"2";"-77";"-77";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"2";"1";"1";"1";"6";"7";"5";"4";"5";"7";"6";"7";"5";"3";"6";"6";"7";"5";"3";"5";"3";"5";"6";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"13baafd24e728aad15a4fde2dca6adcb";"2";"0";"1627473958";"2021-07-28 12:05:58";"2021-07-28 12:18:25";"0000-00-00 00:00:00";"40";"430";"597";"256";"465";"624";"57";"215";"70";"48";"700";"745";"747";"20";"84";"101";"679";"441";"07a66a9489f903004f54423e40130530"
"141";"0";"0";"31";"6900361";"-77";"617";"1";"2";"1";"60f9cf2844d4f3d4efd9dc9a";"6";"6";"6";"7";"8";"2";"4";"4";"4";"1";"1";"4";"2";"5";"4";"5";"3";"3";"25";"2";"Crew Member";"22";"1";"-77";"7";"2";"-77";"-77";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"6";"5";"6";"4";"3";"4";"7";"6";"6";"2";"3";"4";"3";"6";"5";"5";"5";"5";"2";"2";"Mozilla/5.0 (X11; CrOS x86_64 13904.66.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"588efeee2d4e11d75db3ceca7ee655ab";"2";"0";"1627473960";"2021-07-28 12:06:00";"2021-07-28 12:16:17";"0000-00-00 00:00:00";"26";"375";"491";"214";"394";"519";"39";"198";"53";"31";"591";"613";"617";"16";"74";"82";"536";"386";"641ea0d29397efb00be5a4d2607f916f"
"142";"0";"0";"31";"6900361";"-77";"1790";"2";"2";"1";"60fc6db4a67fa6b983c5c77b";"8";"7";"7";"8";"8";"2";"2";"4";"2";"4";"4";"4";"2";"4";"2";"4";"3";"6";"14";"1";"Education and training";"33";"1";"-77";"6";"2";"-77";"No, I do not have any questions.";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"3";"5";"3";"2";"4";"3";"5";"6";"5";"2";"2";"2";"5";"3";"2";"4";"3";"3";"5";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"3f92dcd3b40d50eea03f39985fa60a27";"2";"0";"1627473960";"2021-07-28 12:06:00";"2021-07-28 12:35:50";"0000-00-00 00:00:00";"39";"1260";"1433";"1050";"1284";"1487";"60";"1019";"72";"47";"1709";"1729";"1790";"22";"87";"100";"1565";"1270";"67c86233ca6250953d433b65f3b7ec07"
"143";"0";"0";"31";"6900361";"-77";"601";"2";"2";"1";"60fc1bcaf3570708e17ab643";"1";"1";"1";"1";"1";"2";"5";"4";"2";"2";"1";"1";"4";"4";"4";"4";"9";"9";"5";"2";"self employed";"39";"1";"-77";"7";"2";"-77";"-77";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"6";"7";"3";"7";"3";"6";"2";"6";"7";"1";"3";"6";"3";"3";"7";"5";"5";"5";"2";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"c26753c8311dbd726781ef63703c28a1";"2";"0";"1627473963";"2021-07-28 12:06:03";"2021-07-28 12:16:04";"0000-00-00 00:00:00";"38";"366";"495";"294";"403";"536";"55";"265";"86";"47";"577";"598";"601";"27";"119";"143";"562";"387";"66838cea872cbce228c771652ff21e84"
